# X(Mpch)    Y(Mpch)   Z(Mpch)   Vx(kms-1)   Vy(kms-1)   Vz(kms-1)   Rvir(kpch)   Vcirc(kms-1)  Xoff        Nhalo    Distinct/Sub
  124.9157   14.1867   9.8411    -921.59     852.8       318.65      393.19       327.8         0.021819    182593   0     
  114.0767   24.6035   11.2266   120.91      -498.03     250.87      493.59       411.7         0.013777    184803   0     
  116.2635   47.7358   7.1328    108.86      -3.93       -25.63      466.14       417.5         0.031163    184964   0     
  133.8276   4.971     14.5918   -137.36     107.94      63.38       440.88       301.5         0.1476      186078   0     
  116.5331   21.6927   12.3398   744.48      -160.55     12.71       355.41       309.1         0.02135     188685   0     
  105.2261   28.8231   11.478    317.31      -30.1       144.88      435.59       372.6         0.015754    188771   0     
  148.6618   38.8445   8.2897    -297.94     66.92       121.78      711.7        554.4         0.090669    189819   0     
  119.9282   9.3466    11.4382   291.43      1032.99     -18.47      794.26       635.8         0.0083601   192895   0     
  125.0861   41.4049   10.0207   0.83        114.62      -301.73     423.68       315.0         0.113       193211   0     
  146.2632   42.0114   9.1662    -234.9      47.18       -44.69      399.45       337.7         0.016958    193246   0     
  138.2003   15.5405   14.3389   -331.59     -86.51      -26.32      449.3        322.3         0.1061      193483   0     
  108.7454   29.2341   14.1559   146.8       -481.77     110.77      428.55       351.1         0.015563    194091   0     
  106.5275   24.5115   14.2478   604.2       486.94      215.27      651.51       501.3         0.02651     195753   0     
  119.7264   46.6176   13.6339   109.71      -46.54      58.99       493.16       419.6         0.0241      195990   0     
  140.4523   49.879    12.3885   -457.36     8.08        -34.71      429.27       304.8         0.1323      196033   0     
  133.7581   1.9264    18.4707   275.18      768.11      196.75      652.95       527.0         0.012093    199582   0     
  119.139    8.2605    14.5411   290.13      887.02      -239.07     450.23       341.9         0.048835    199620   0     
  136.3335   1.1055    17.7086   -16.23      254.57      230.15      570.0        418.7         0.063037    200070   0     
  112.3349   35.4115   15.2473   -50.04      -255.83     -29.7       374.37       302.4         0.031545    202189   0     
  109.8138   43.5352   13.5561   -117.46     -73.98      -199.12     469.4        353.2         0.037447    202221   0     
  133.3857   45.3546   19.6402   -195.11     39.85       330.4       481.31       352.4         0.06447     202755   0     
  125.0394   13.172    14.6201   -419.62     474.86      -26.82      765.87       529.2         0.2236      202960   0     
  122.2755   49.8523   16.1668   111.21      35.04       -14.65      518.0        420.4         0.01422     203257   0     
  100.1276   23.1488   14.787    588.93      436.7       -198.33     719.71       527.2         0.02135     203459   0     
  117.1489   49.8452   18.4271   29.5        23.82       18.75       412.95       337.9         0.035164    204632   0     
  131.6389   8.8746    22.125    -387.16     198.87      357.6       696.88       488.0         0.1648      205255   0     
  136.6842   47.7342   18.7917   -409.1      22.67       6.69        441.79       368.2         0.017316    206466   0     
  131.4868   42.6273   21.6068   -484.12     -381.87     190.79      94.377       342.4         0.064083    207407   0     
  119.2958   24.2744   15.84     -308.29     -208.44     -142.17     586.13       454.9         0.030009    208822   0     
  131.0074   41.7037   21.5058   193.56      525.79      127.87      951.59       669.7         0.057457    210304   0     
  148.8466   46.1088   22.7697   -281.26     60.54       90.88       409.55       349.0         0.0062723   211277   0     
  129.8574   40.0702   20.9512   492.27      225.62      282.59      437.1        336.6         0.0057859   213163   0     
  127.7137   12.6793   19.1754   -45.14      -137.8      75.52       733.58       487.4         0.1026      213907   0     
  119.7959   23.8803   16.8163   -384.47     -66.3       -543.87     408.0        364.4         0.013507    214500   0     
  113.1505   6.9611    30.4012   -126.75     508.67      486.91      354.73       310.6         0.010997    214741   0     
  139.2583   5.8698    26.3285   -321.67     249.54      -7.73       498.03       384.6         0.052801    216244   0     
  108.9401   24.8331   17.2422   168.12      -380.45     -624.01     236.82       608.9         0.031295    216512   0     
  134.6468   41.8053   24.0372   -300.35     284.25      24.55       652.54       504.2         0.027456    216565   0     
  111.3152   13.3207   27.1274   425.81      382.73      218.07      449.51       361.2         0.024489    217258   0     
  123.7491   1.3518    27.7945   228.61      927.51      132.42      447.02       352.4         0.0089109   217628   0     
  144.8002   34.0318   26.9984   -331.35     268.34      107.74      424.97       364.5         0.014922    217961   0     
  109.1827   20.9075   22.8785   508.8       261.14      -302.43     452.5        385.8         0.013098    218301   0     
  121.0055   13.4659   24.7503   63.31       74.74       -40.03      595.76       408.5         0.1186      221634   0     
  132.8304   11.4721   32.3021   -173.12     -34.88      135.93      670.78       541.6         0.031344    225279   0     
  134.5387   7.2682    26.8411   -257.48     485.36      -105.04     401.9        335.6         0.025022    226962   0     
  118.505    18.3279   21.9953   -101.99     -5.43       -419.43     555.58       396.8         0.1048      227973   0     
  129.993    40.9973   23.5507   255.21      95.71       -400.98     469.99       376.3         0.044541    228116   0     
  136.2008   46.3136   27.4282   -166.4      211.51      -109.23     609.49       492.7         0.0099824   228199   0     
  106.6787   4.6243    30.6746   638.53      430.61      146.79      378.2        302.3         0.026493    228272   0     
  143.0662   35.7879   27.7855   -129.06     -20.47      -83.92      685.12       514.4         0.087292    229824   0     
  124.5188   11.7848   29.1461   405.8       -64.15      174.13      378.78       315.1         0.031776    231702   0     
  138.7098   45.2209   28.3173   -411.29     271.03      -115.31     385.44       315.3         0.053947    231952   0     
  119.6539   4.3942    32.6357   88.46       888.73      -67.6       394.84       338.1         0.012962    232443   0     
  109.7027   18.5078   26.1852   538.57      329.85      -126.88     875.91       668.5         0.061659    233418   0     
  134.9398   11.7502   34.3805   -34.65      -79.23      -302.57     616.57       476.2         0.067856    234279   0     
  130.6418   42.1036   26.1889   -0.58       -53.79      -396.61     347.14       308.1         0.061704    236696   0     
  110.3025   15.1246   27.1066   327.4       635.84      -428.64     516.34       412.7         0.049162    238803   0     
  108.7482   26.1979   26.9232   4.63        -108.31     -538.52     600.15       497.7         0.0089183   238926   0     
  136.0704   22.5802   34.6984   39.4        -136.59     -160.2      382.54       313.3         0.021122    239327   0     
  123.4249   38.5875   29.8288   75.03       51.87       -303.74     435.92       359.7         0.020974    242263   0     
  140.5096   47.2523   32.9267   -384.94     79.7        -342.82     721.71       561.0         0.048481    242781   0     
  111.3965   18.4404   29.3001   171.77      127.69      -333.49     787.52       541.9         0.038948    243440   0     
  104.7575   32.5798   35.2295   39.93       -79.0       -0.08       387.55       313.4         0.009923    243654   0     
  104.346    33.4568   36.1189   39.94       -5.68       -325.32     553.96       448.2         0.017509    244052   0     
  143.4821   12.0766   39.0102   -241.85     12.84       -110.02     622.29       451.9         0.1052      244809   0     
  136.8833   32.2616   36.3001   112.33      -65.98      -181.25     617.11       458.9         0.021932    245849   0     
  128.406    0.9318    37.1737   -275.43     706.72      -82.53      496.75       396.0         0.018478    246873   0     
  100.1986   24.0332   40.2232   540.47      143.34      -276.48     546.94       439.6         0.086123    248486   0     
  107.3166   7.1679    38.1481   513.52      278.54      -331.83     425.29       326.8         0.013788    250689   0     
  110.32     3.8571    40.1332   342.13      215.35      -285.84     460.66       359.0         0.021933    252486   0     
  139.5424   44.0017   36.6077   -202.69     221.75      -381.62     768.13       545.7         0.1154      253341   0     
